Class,Order,Family,Genus
Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Epilichen
Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Poeltinula
Lecanoromycetes,Rhizocarpales,Rhizocarpaceae,Rhizocarpon
Lecanoromycetes,Rhizocarpales,Sporastatiaceae,Sporastatia
Lecanoromycetes,Rhizocarpales,Sporastatiaceae,Toensbergia
Lecanoromycetes,Sarrameanales,Sarrameanaceae,Loxospora
Lecanoromycetes,Sarrameanales,Sarrameanaceae,Sarrameana
Lecanoromycetes,Sarrameanales,Schaereriaceae,Schaereria
Lecanoromycetes,Teloschistales,Brigantieaceae,Brigantiaea
Lecanoromycetes,Teloschistales,Letrouitiaceae,Letrouitia
Lecanoromycetes,Teloschistales,Megalosporaceae,Megaloblastenia
Lecanoromycetes,Teloschistales,Megalosporaceae,Megalospora
Lecanoromycetes,Teloschistales,Megalosporaceae,Sipmaniella
Lecanoromycetes,Teloschistales,Teloschistaceae,Amundsenia
Lecanoromycetes,Teloschistales,Teloschistaceae,Apatoplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Athallia
Lecanoromycetes,Teloschistales,Teloschistaceae,Austroplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Blastenia
Lecanoromycetes,Teloschistales,Teloschistaceae,Brownliella
Lecanoromycetes,Teloschistales,Teloschistaceae,Bryoplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Calogaya
Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Catenarina
Lecanoromycetes,Teloschistales,Teloschistaceae,Cephalophysis
Lecanoromycetes,Teloschistales,Teloschistaceae,Cerothallia
Lecanoromycetes,Teloschistales,Teloschistaceae,Charcotiana
Lecanoromycetes,Teloschistales,Teloschistaceae,Dufourea
Lecanoromycetes,Teloschistales,Teloschistaceae,Eilifdahlia
Lecanoromycetes,Teloschistales,Teloschistaceae,Fauriea
Lecanoromycetes,Teloschistales,Teloschistaceae,Flavoplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Follmannia
Lecanoromycetes,Teloschistales,Teloschistaceae,Franwilsia
Lecanoromycetes,Teloschistales,Teloschistaceae,Gondwania
Lecanoromycetes,Teloschistales,Teloschistaceae,Gyalolechia
Lecanoromycetes,Teloschistales,Teloschistaceae,Haloplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Huneckia
Lecanoromycetes,Teloschistales,Teloschistaceae,Ioplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Jasonhuria
Lecanoromycetes,Teloschistales,Teloschistaceae,Josefpoeltia
Lecanoromycetes,Teloschistales,Teloschistaceae,Kaernefia
Lecanoromycetes,Teloschistales,Teloschistaceae,Lazarenkoella
Lecanoromycetes,Teloschistales,Teloschistaceae,Leproplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Loekoesia
Lecanoromycetes,Teloschistales,Teloschistaceae,Marchantiana
Lecanoromycetes,Teloschistales,Teloschistaceae,Olegblumia
Lecanoromycetes,Teloschistales,Teloschistaceae,Orientophila
Lecanoromycetes,Teloschistales,Teloschistaceae,Pachypeltis
Lecanoromycetes,Teloschistales,Teloschistaceae,Parvoplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Polycauliona
Lecanoromycetes,Teloschistales,Teloschistaceae,Pyrenodesmia
Lecanoromycetes,Teloschistales,Teloschistaceae,Raesaeneniana
Lecanoromycetes,Teloschistales,Teloschistaceae,Rufoplaca
Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia
Lecanoromycetes,Teloschistales,Teloschistaceae,Scutaria
Lecanoromycetes,Teloschistales,Teloschistaceae,Seirophora
Lecanoromycetes,Teloschistales,Teloschistaceae,Shackletonia
Lecanoromycetes,Teloschistales,Teloschistaceae,Sirenophila
Lecanoromycetes,Teloschistales,Teloschistaceae,Solitaria
Lecanoromycetes,Teloschistales,Teloschistaceae,Squamulea
Lecanoromycetes,Teloschistales,Teloschistaceae,Stellarangia
Lecanoromycetes,Teloschistales,Teloschistaceae,Streimanniella
Lecanoromycetes,Teloschistales,Teloschistaceae,Tarasginia
Lecanoromycetes,Teloschistales,Teloschistaceae,Tassiloa
Lecanoromycetes,Teloschistales,Teloschistaceae,Tayloriellina
Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes
Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistopsis
Lecanoromycetes,Teloschistales,Teloschistaceae,Thelliana
Lecanoromycetes,Teloschistales,Teloschistaceae,Usnochroma
Lecanoromycetes,Teloschistales,Teloschistaceae,Variospora
Lecanoromycetes,Teloschistales,Teloschistaceae,Villophora
Lecanoromycetes,Teloschistales,Teloschistaceae,Wetmoreana
Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthocarpia
Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthodactylon
Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthomendoza
Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthopeltis
Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria
Lecanoromycetes,Teloschistales,Teloschistaceae,Yoshimuria
Lecanoromycetes,Teloschistales,Teloschistaceae,Zeroviella
Lecanoromycetes,Teloschistales,Incertae sedis,Malcolmiella
Lecanoromycetes,Trapeliales,Trapeliaceae,Aspiciliopsis
Lecanoromycetes,Trapeliales,Trapeliaceae,Coppinsia
Lecanoromycetes,Trapeliales,Trapeliaceae,Lignoscripta
Lecanoromycetes,Trapeliales,Trapeliaceae,Orceolina
Lecanoromycetes,Trapeliales,Trapeliaceae,Placopsis
Lecanoromycetes,Trapeliales,Trapeliaceae,Placynthiella
Lecanoromycetes,Trapeliales,Trapeliaceae,Rimularia
Lecanoromycetes,Trapeliales,Trapeliaceae,Sarea
Lecanoromycetes,Trapeliales,Trapeliaceae,Trapelia
Lecanoromycetes,Trapeliales,Trapeliaceae,Trapeliopsis
Lecanoromycetes,Trapeliales,Xylographaceae,Lambiella
Lecanoromycetes,Trapeliales,Xylographaceae,Lithographa
Lecanoromycetes,Trapeliales,Xylographaceae,Ptychographa
Lecanoromycetes,Trapeliales,Xylographaceae,Xylographa
Lecanoromycetes,Umbilicariales,Elixiaceae,Elixia
Lecanoromycetes,Umbilicariales,Elixiaceae,Meridianelia
Lecanoromycetes,Umbilicariales,Fuscideaceae,Fuscidea
Lecanoromycetes,Umbilicariales,Fuscideaceae,Hueidea
Lecanoromycetes,Umbilicariales,Fuscideaceae,Lettauia
Lecanoromycetes,Umbilicariales,Fuscideaceae,Maronea
Lecanoromycetes,Umbilicariales,Fuscideaceae,Orphniospora
Lecanoromycetes,Umbilicariales,Ophioparmaceae,Boreoplaca
Lecanoromycetes,Umbilicariales,Ophioparmaceae,Hypocenomyce
Lecanoromycetes,Umbilicariales,Ophioparmaceae,Ophioparma
Lecanoromycetes,Umbilicariales,Ropalosporaceae,Ropalospora
Lecanoromycetes,Umbilicariales,Umbilicariaceae,Fulgidea
Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia
Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria
Lecanoromycetes,Umbilicariales,Umbilicariaceae,Xylopsora
Lecanoromycetes,Incertae sedis,Arthrorhaphidaceae,Arthrorhaphis
Lecanoromycetes,Incertae sedis,Helocarpaceae,Helocarpon
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Anariste
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Calothyriopsis
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Caribaeomyces
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Caudella
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Cyclopeltella
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Dictyopeltella
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Haplopeltheca
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Heliocephala
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Micropeltis
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Neopeltella
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Scolecopeltidium
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Stomiopeltis
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Stomiopeltopsis
Lecanoromycetes,Incertae sedis,Micropeltidaceae,Stomiotheca
Lecanoromycetes,Incertae sedis,Incertae sedis,Ascographa
Lecanoromycetes,Incertae sedis,Incertae sedis,Argopsis
Lecanoromycetes,Incertae sedis,Incertae sedis,Bartlettiella
Lecanoromycetes,Incertae sedis,Incertae sedis,Bouvetiella
Lecanoromycetes,Incertae sedis,Incertae sedis,Buelliastrum
Lecanoromycetes,Incertae sedis,Incertae sedis,Corticiruptor
Lecanoromycetes,Incertae sedis,Incertae sedis,Haploloma
Lecanoromycetes,Incertae sedis,Incertae sedis,Hosseusia
Lecanoromycetes,Incertae sedis,Incertae sedis,Korfiomyces
Lecanoromycetes,Incertae sedis,Incertae sedis,Maronella
Lecanoromycetes,Incertae sedis,Incertae sedis,Nimisiostella
Lecanoromycetes,Incertae sedis,Incertae sedis,Notolecidea
Lecanoromycetes,Incertae sedis,Incertae sedis,Petractis
Lecanoromycetes,Incertae sedis,Incertae sedis,Piccolia
Lecanoromycetes,Incertae sedis,Incertae sedis,Ravenelula
Lecanoromycetes,Incertae sedis,Incertae sedis,Umbilithecium
Lecanoromycetes,Incertae sedis,Incertae sedis,Robincola
Lecanoromycetes,Incertae sedis,Incertae sedis,Roburnia
Leotiomycetes,Cyttariales,Cyttariaceae,Cyttaria
Leotiomycetes,Erysiphales,Erysiphaceae,Arthrocladiella
Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria
Leotiomycetes,Erysiphales,Erysiphaceae,Brasiliomyces
Leotiomycetes,Erysiphales,Erysiphaceae,Caespitotheca
Leotiomycetes,Erysiphales,Erysiphaceae,Cystotheca
Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe
Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces
Leotiomycetes,Erysiphales,Erysiphaceae,Leveillula
Leotiomycetes,Erysiphales,Erysiphaceae,Microidium
Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe
Leotiomycetes,Erysiphales,Erysiphaceae,Parauncinula
Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia
Leotiomycetes,Erysiphales,Erysiphaceae,Pleochaeta
Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera
Leotiomycetes,Erysiphales,Erysiphaceae,Queirozia
Leotiomycetes,Erysiphales,Erysiphaceae,Sawadaea
Leotiomycetes,Erysiphales,Erysiphaceae,Takamatsuella
Leotiomycetes,Erysiphales,Erysiphaceae,Typhulochaeta
Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnopeziza
Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnoscypha
Leotiomycetes,Helotiales,Arachnopezizaceae,Austropezia
Leotiomycetes,Helotiales,Arachnopezizaceae,Eriopezia
Leotiomycetes,Helotiales,Arachnopezizaceae,Parachnopeziza
Leotiomycetes,Helotiales,Ascodichaenaceae,Ascodichaena
Leotiomycetes,Helotiales,Ascodichaenaceae,Delpinoina
Leotiomycetes,Helotiales,Ascocorticiaceae,Ascocorticiellum
Leotiomycetes,Helotiales,Ascocorticiaceae,Ascocorticium
Leotiomycetes,Helotiales,Ascocorticiaceae,Ascosorus
Leotiomycetes,Helotiales,Bloxamiaceae,Bloxamia
Leotiomycetes,Helotiales,Calloriaceae,Aivenia
Leotiomycetes,Helotiales,Calloriaceae,Calloria
Leotiomycetes,Helotiales,Calloriaceae,Chaetonaevia
Leotiomycetes,Helotiales,Calloriaceae,Diplonaevia
Leotiomycetes,Helotiales,Calloriaceae,Duebenia
Leotiomycetes,Helotiales,Calloriaceae,Eupropolella
Leotiomycetes,Helotiales,Calloriaceae,Hyalacrotes
Leotiomycetes,Helotiales,Calloriaceae,Iridinea
Leotiomycetes,Helotiales,Calloriaceae,Laetinaevia
Leotiomycetes,Helotiales,Calloriaceae,Loricella
Leotiomycetes,Helotiales,Calloriaceae,Micropodia
Leotiomycetes,Helotiales,Calloriaceae,Naevala
Leotiomycetes,Helotiales,Calloriaceae,Naeviella
Leotiomycetes,Helotiales,Calloriaceae,Naeviopsis
Leotiomycetes,Helotiales,Calloriaceae,Ploettnera
Leotiomycetes,Helotiales,Cenangiaceae,Cenangiopsis
Leotiomycetes,Helotiales,Cenangiaceae,Cenangium
Leotiomycetes,Helotiales,Cenangiaceae,Chlorencoelia
Leotiomycetes,Helotiales,Cenangiaceae,Crumenulopsis
Leotiomycetes,Helotiales,Cenangiaceae,Didymascella
Leotiomycetes,Helotiales,Cenangiaceae,Encoelia
Leotiomycetes,Helotiales,Cenangiaceae,Fabrella
Leotiomycetes,Helotiales,Cenangiaceae,Heyderia
Leotiomycetes,Helotiales,Cenangiaceae,Hysterostegiella
Leotiomycetes,Helotiales,Cenangiaceae,Korfia
Leotiomycetes,Helotiales,Cenangiaceae,Pseudomitrula
Leotiomycetes,Helotiales,Cenangiaceae,Rhabdocline
Leotiomycetes,Helotiales,Cenangiaceae,Sarcotrochila
Leotiomycetes,Helotiales,Cenangiaceae,Trochila
Leotiomycetes,Helotiales,Cenangiaceae,Velutarina
Leotiomycetes,Helotiales,Chaetomellaceae,Chaetomella
Leotiomycetes,Helotiales,Chaetomellaceae,Pilidium
Leotiomycetes,Helotiales,Chaetomellaceae,Sphaerographium
Leotiomycetes,Helotiales,Chaetomellaceae,Synchaetomella
Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria
Leotiomycetes,Helotiales,Cordieritidaceae,Ameghiniella
Leotiomycetes,Helotiales,Cordieritidaceae,Austrocenangium
Leotiomycetes,Helotiales,Cordieritidaceae,Cordierites
Leotiomycetes,Helotiales,Cordieritidaceae,Diplocarpa
Leotiomycetes,Helotiales,Cordieritidaceae,Diplolaeviopsis
Leotiomycetes,Helotiales,Cordieritidaceae,Ionomidotis
Leotiomycetes,Helotiales,Cordieritidaceae,Llimoniella
Leotiomycetes,Helotiales,Cordieritidaceae,Macroskyttea
Leotiomycetes,Helotiales,Cordieritidaceae,Midotiopsis
Leotiomycetes,Helotiales,Cordieritidaceae,Rhymbocarpus
Leotiomycetes,Helotiales,Cordieritidaceae,Skyttea
Leotiomycetes,Helotiales,Cordieritidaceae,Skyttella
Leotiomycetes,Helotiales,Cordieritidaceae,Thamnogalla
Leotiomycetes,Helotiales,Cordieritidaceae,Unguiculariopsis
Leotiomycetes,Helotiales,Dermateaceae,Corniculariella
Leotiomycetes,Helotiales,Dermateaceae,Dermea
Leotiomycetes,Helotiales,Dermateaceae,Neofabraea
Leotiomycetes,Helotiales,Dermateaceae,Parafabraea
Leotiomycetes,Helotiales,Dermateaceae,Pezicula
Leotiomycetes,Helotiales,Dermateaceae,Phialocephala
Leotiomycetes,Helotiales,Dermateaceae,Phlyctema
Leotiomycetes,Helotiales,Dermateaceae,Pseudofabraea
Leotiomycetes,Helotiales,Dermateaceae,Rhizodermea
Leotiomycetes,Helotiales,Dermateaceae,Schizothyrioma
Leotiomycetes,Helotiales,Dermateaceae,Verkleyomyces
Leotiomycetes,Helotiales,Dermateaceae,Xenochalara
Leotiomycetes,Helotiales,Drepanopezizaceae,Blumeriella
Leotiomycetes,Helotiales,Drepanopezizaceae,Diplocarpon
Leotiomycetes,Helotiales,Drepanopezizaceae,Drepanopeziza
Leotiomycetes,Helotiales,Drepanopezizaceae,Felisbertia
Leotiomycetes,Helotiales,Drepanopezizaceae,Leptotrochila
Leotiomycetes,Helotiales,Drepanopezizaceae,Pseudopezicula
Leotiomycetes,Helotiales,Drepanopezizaceae,Pseudopeziza
Leotiomycetes,Helotiales,Drepanopezizaceae,Spilopodia
Leotiomycetes,Helotiales,Drepanopezizaceae,Spilopodiella
Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne
Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascotremella
Leotiomycetes,Helotiales,Gelatinodiscaceae,Chloroscypha
Leotiomycetes,Helotiales,Gelatinodiscaceae,Didymocoryne
Leotiomycetes,Helotiales,Gelatinodiscaceae,Neobulgaria
Leotiomycetes,Helotiales,Gelatinodiscaceae,Neocudoniella
Leotiomycetes,Helotiales,Gelatinodiscaceae,Ombrophila
Leotiomycetes,Helotiales,Gelatinodiscaceae,Phaeangellina
Leotiomycetes,Helotiales,Gelatinodiscaceae,Skyathea
Leotiomycetes,Helotiales,Gelatinodiscaceae,Xerombrophila
Leotiomycetes,Helotiales,Godroniaceae,Ascocalyx
Leotiomycetes,Helotiales,Godroniaceae,Atropellis
Leotiomycetes,Helotiales,Godroniaceae,Godronia
Leotiomycetes,Helotiales,Godroniaceae,Gremmeniella
Leotiomycetes,Helotiales,Helotiaceae,Articulospora
Leotiomycetes,Helotiales,Helotiaceae,Ascoconidium
Leotiomycetes,Helotiales,Helotiaceae,Bisporella
Leotiomycetes,Helotiales,Helotiaceae,Bryoscyphus
Leotiomycetes,Helotiales,Helotiaceae,Calycella
Leotiomycetes,Helotiales,Helotiaceae,Cudoniella
Leotiomycetes,Helotiales,Helotiaceae,Cyathicula
Leotiomycetes,Helotiales,Helotiaceae,Dicephalospora
Leotiomycetes,Helotiales,Helotiaceae,Dimorphospora
Leotiomycetes,Helotiales,Helotiaceae,Discorehmia
Leotiomycetes,Helotiales,Helotiaceae,Eubelonis
Leotiomycetes,Helotiales,Helotiaceae,Filosporella
Leotiomycetes,Helotiales,Helotiaceae,Fontanospora
Leotiomycetes,Helotiales,Helotiaceae,Geniculospora
Leotiomycetes,Helotiales,Helotiaceae,Glarea
Leotiomycetes,Helotiales,Helotiaceae,Gloeotinia
Leotiomycetes,Helotiales,Helotiaceae,Graddonia
Leotiomycetes,Helotiales,Helotiaceae,Gremmenia
Leotiomycetes,Helotiales,Helotiaceae,Helicodendron
Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus
Leotiomycetes,Helotiales,Helotiaceae,Hymenotorrendiella
Leotiomycetes,Helotiales,Helotiaceae,Muscicola
Leotiomycetes,Helotiales,Helotiaceae,Mycofalcella
Leotiomycetes,Helotiales,Helotiaceae,Mytilodiscus
Leotiomycetes,Helotiales,Helotiaceae,Neocrinula
Leotiomycetes,Helotiales,Helotiaceae,Phaeohelotium
Leotiomycetes,Helotiales,Helotiaceae,Pithyella
Leotiomycetes,Helotiales,Helotiaceae,Pseudohelotium
Leotiomycetes,Helotiales,Helotiaceae,Pseudoniptera
Leotiomycetes,Helotiales,Helotiaceae,Scytalidium
Leotiomycetes,Helotiales,Helotiaceae,Symphyosirinia
Leotiomycetes,Helotiales,Helotiaceae,Tatraea
Leotiomycetes,Helotiales,Helotiaceae,Tricladium
Leotiomycetes,Helotiales,Helotiaceae,Xylogramma
Leotiomycetes,Helotiales,Heterosphaeriaceae,Heterosphaeria
Leotiomycetes,Helotiales,Hyaloscyphaceae,Aeruginoscyphus
Leotiomycetes,Helotiales,Hyaloscyphaceae,Ambrodiscus
Leotiomycetes,Helotiales,Hyaloscyphaceae,Amicodisca
Leotiomycetes,Helotiales,Hyaloscyphaceae,Arbusculina
Leotiomycetes,Helotiales,Hyaloscyphaceae,Asperopilum
Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Cladochasiella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Clathrosphaerina
Leotiomycetes,Helotiales,Hyaloscyphaceae,Crucellisporiopsis
Leotiomycetes,Helotiales,Hyaloscyphaceae,Curviclavula
Leotiomycetes,Helotiales,Hyaloscyphaceae,Dematioscypha
Leotiomycetes,Helotiales,Hyaloscyphaceae,Dimorphotricha
Leotiomycetes,Helotiales,Hyaloscyphaceae,Echinula
Leotiomycetes,Helotiales,Hyaloscyphaceae,Endoscypha
Leotiomycetes,Helotiales,Hyaloscyphaceae,Fuscolachnum
Leotiomycetes,Helotiales,Hyaloscyphaceae,Graddonidiscus
Leotiomycetes,Helotiales,Hyaloscyphaceae,Grahamiella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Haplographium
Leotiomycetes,Helotiales,Hyaloscyphaceae,Hegermila
Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza
Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha
Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus
Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphopeziza
Leotiomycetes,Helotiales,Hyaloscyphaceae,Incrupila
Leotiomycetes,Helotiales,Hyaloscyphaceae,Meliniomyces
Leotiomycetes,Helotiales,Hyaloscyphaceae,Mycoarthris
Leotiomycetes,Helotiales,Hyaloscyphaceae,Olla
Leotiomycetes,Helotiales,Hyaloscyphaceae,Polaroscyphus
Leotiomycetes,Helotiales,Hyaloscyphaceae,Proprioscypha
Leotiomycetes,Helotiales,Hyaloscyphaceae,Protounguicularia
Leotiomycetes,Helotiales,Hyaloscyphaceae,Psilocistella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Rommelaarsia
Leotiomycetes,Helotiales,Hyaloscyphaceae,Thindiomyces
Leotiomycetes,Helotiales,Hyaloscyphaceae,Unguicularia
Leotiomycetes,Helotiales,Hyaloscyphaceae,Unguiculariella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Unguiculella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Urceolella
Leotiomycetes,Helotiales,Hyaloscyphaceae,Venturiocistella
Leotiomycetes,Helotiales,Lachnaceae,Albotricha
Leotiomycetes,Helotiales,Lachnaceae,Belonidium
Leotiomycetes,Helotiales,Lachnaceae,Brunnipila
Leotiomycetes,Helotiales,Lachnaceae,Capitotricha
Leotiomycetes,Helotiales,Lachnaceae,Dasyscyphella
Leotiomycetes,Helotiales,Lachnaceae,Erioscyphella
Leotiomycetes,Helotiales,Lachnaceae,Incrucipulum
Leotiomycetes,Helotiales,Lachnaceae,Lachnellula
Leotiomycetes,Helotiales,Lachnaceae,Lachnum
Leotiomycetes,Helotiales,Lachnaceae,Lasiobelonium
Leotiomycetes,Helotiales,Lachnaceae,Neodasyscypha
Leotiomycetes,Helotiales,Lachnaceae,Perrotia
Leotiomycetes,Helotiales,Lachnaceae,Proliferodiscus
Leotiomycetes,Helotiales,Lachnaceae,Solenopezia
Leotiomycetes,Helotiales,Lachnaceae,Trichopeziza
Leotiomycetes,Helotiales,Lachnaceae,Tubolachnum
Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium
Leotiomycetes,Helotiales,Loramycetaceae,Loramyces
Leotiomycetes,Helotiales,Loramycetaceae,Obtectodiscus
Leotiomycetes,Helotiales,Mitrulaceae,Mitrula
Leotiomycetes,Helotiales,Mollisiaceae,Bulbomollisia
Leotiomycetes,Helotiales,Mollisiaceae,Cystodendron
Leotiomycetes,Helotiales,Mollisiaceae,Discocurtisia
Leotiomycetes,Helotiales,Mollisiaceae,Fuscosclera
Leotiomycetes,Helotiales,Mollisiaceae,Mollisia
Leotiomycetes,Helotiales,Mollisiaceae,Neotapesia
Leotiomycetes,Helotiales,Mollisiaceae,Niptera
Leotiomycetes,Helotiales,Mollisiaceae,Nipterella
Leotiomycetes,Helotiales,Mollisiaceae,Pseudonaevia
Leotiomycetes,Helotiales,Mollisiaceae,Sarconiptera
Leotiomycetes,Helotiales,Mollisiaceae,Scutobelonium
Leotiomycetes,Helotiales,Mollisiaceae,Scutomollisia
Leotiomycetes,Helotiales,Mollisiaceae,Trimmatostroma
Leotiomycetes,Helotiales,Mollisiaceae,Variocladium
Leotiomycetes,Helotiales,Pezizellaceae,Allophylaria
Leotiomycetes,Helotiales,Pezizellaceae,Antinoa
Leotiomycetes,Helotiales,Pezizellaceae,Calycellina
Leotiomycetes,Helotiales,Pezizellaceae,Calycina
Leotiomycetes,Helotiales,Pezizellaceae,Chalara
Leotiomycetes,Helotiales,Pezizellaceae,Ciliolarina
Leotiomycetes,Helotiales,Pezizellaceae,Hamatocanthoscypha
Leotiomycetes,Helotiales,Pezizellaceae,Micropeziza
Leotiomycetes,Helotiales,Pezizellaceae,Microscypha
Leotiomycetes,Helotiales,Pezizellaceae,Mollisina
Leotiomycetes,Helotiales,Pezizellaceae,Mollisinopsis
Leotiomycetes,Helotiales,Pezizellaceae,Moserella
Leotiomycetes,Helotiales,Pezizellaceae,Phaeoscypha
Leotiomycetes,Helotiales,Pezizellaceae,Poculinia
Leotiomycetes,Helotiales,Pezizellaceae,Psilachnum
Leotiomycetes,Helotiales,Pezizellaceae,Rodwayella
Leotiomycetes,Helotiales,Pezizellaceae,Scleropezicula
Leotiomycetes,Helotiales,Pezizellaceae,Velutaria
Leotiomycetes,Helotiales,Ploettnerulaceae,Cadophora
Leotiomycetes,Helotiales,Ploettnerulaceae,Dennisiodiscus
Leotiomycetes,Helotiales,Ploettnerulaceae,Lasiomollisia
Leotiomycetes,Helotiales,Ploettnerulaceae,Mycochaetophora
Leotiomycetes,Helotiales,Ploettnerulaceae,Nothophacidium
Leotiomycetes,Helotiales,Ploettnerulaceae,Oculimacula
Leotiomycetes,Helotiales,Ploettnerulaceae,Pirottaea
Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza
Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium
Leotiomycetes,Helotiales,Roesleriaceae,Roesleria
Leotiomycetes,Helotiales,Rutstroemiaceae,Bicornispora
Leotiomycetes,Helotiales,Rutstroemiaceae,Dencoeliopsis
Leotiomycetes,Helotiales,Rutstroemiaceae,Lambertella
Leotiomycetes,Helotiales,Rutstroemiaceae,Lanzia
Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia
Leotiomycetes,Helotiales,Rutstroemiaceae,Torrendiella
Leotiomycetes,Helotiales,Sclerotiniaceae,Amphobotrys
Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
Leotiomycetes,Helotiales,Sclerotiniaceae,Ciboria
Leotiomycetes,Helotiales,Sclerotiniaceae,Ciborinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Cristulariella
Leotiomycetes,Helotiales,Sclerotiniaceae,Cudoniopsis
Leotiomycetes,Helotiales,Sclerotiniaceae,Dumontinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Elliottinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Grovesinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Haradamyces
Leotiomycetes,Helotiales,Sclerotiniaceae,Kohninia
Leotiomycetes,Helotiales,Sclerotiniaceae,Martininia
Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Mycopappus
Leotiomycetes,Helotiales,Sclerotiniaceae,Myrioconium
Leotiomycetes,Helotiales,Sclerotiniaceae,Myriosclerotinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Ovulinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Phaeosclerotinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Piceomphale
Leotiomycetes,Helotiales,Sclerotiniaceae,Pseudociboria
Leotiomycetes,Helotiales,Sclerotiniaceae,Pycnopeziza
Leotiomycetes,Helotiales,Sclerotiniaceae,Redheadia
Leotiomycetes,Helotiales,Sclerotiniaceae,Scleromitrula
Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotium
Leotiomycetes,Helotiales,Sclerotiniaceae,Seaverinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Septotinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Streptotinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Stromatinia
Leotiomycetes,Helotiales,Sclerotiniaceae,Valdensia
