Class,Order,Family,Genus
Dothideomycetes,Incertae sedis,incertae sedis,Eriothyrium
Dothideomycetes,Incertae sedis,incertae sedis,Eumela
Dothideomycetes,Incertae sedis,incertae sedis,Excipulariopsis
Dothideomycetes,Incertae sedis,incertae sedis,Extrusothecium
Dothideomycetes,Incertae sedis,incertae sedis,Funbolia
Dothideomycetes,Incertae sedis,incertae sedis,Fusicladiella
Dothideomycetes,Incertae sedis,incertae sedis,Gibbago
Dothideomycetes,Incertae sedis,incertae sedis,Gibberidea
Dothideomycetes,Incertae sedis,incertae sedis,Gilletiella
Dothideomycetes,Incertae sedis,incertae sedis,Globoa
Dothideomycetes,Incertae sedis,incertae sedis,Globulina
Dothideomycetes,Incertae sedis,incertae sedis,Gloeodiscus
Dothideomycetes,Incertae sedis,incertae sedis,Griggsia
Dothideomycetes,Incertae sedis,incertae sedis,Hansfordiellopsis
Dothideomycetes,Incertae sedis,incertae sedis,Harknessiella
Dothideomycetes,Incertae sedis,incertae sedis,Hassea
Dothideomycetes,Incertae sedis,incertae sedis,Heptameria
Dothideomycetes,Incertae sedis,incertae sedis,Heptaster
Dothideomycetes,Incertae sedis,incertae sedis,Heteroconium
Dothideomycetes,Incertae sedis,incertae sedis,Heterosphaeriopsis
Dothideomycetes,Incertae sedis,incertae sedis,Hobsoniopsis
Dothideomycetes,Incertae sedis,incertae sedis,Homostegia
Dothideomycetes,Incertae sedis,incertae sedis,Hormiokrypsis
Dothideomycetes,Incertae sedis,incertae sedis,Hyalocrea
Dothideomycetes,Incertae sedis,incertae sedis,Hyalosphaera
Dothideomycetes,Incertae sedis,incertae sedis,Hypobryon
Dothideomycetes,Incertae sedis,incertae sedis,Hysteropsis
Dothideomycetes,Incertae sedis,incertae sedis,Jaffuela
Dothideomycetes,Incertae sedis,incertae sedis,Kabatia
Dothideomycetes,Incertae sedis,incertae sedis,Koordersiella
Dothideomycetes,Incertae sedis,incertae sedis,Kriegeriella
Dothideomycetes,Incertae sedis,incertae sedis,Krishnamyces
Dothideomycetes,Incertae sedis,incertae sedis,Kullhemia
Dothideomycetes,Incertae sedis,incertae sedis,Kusanobotrys
Dothideomycetes,Incertae sedis,incertae sedis,Lanatosphaera
Dothideomycetes,Incertae sedis,incertae sedis,Lautitia
Dothideomycetes,Incertae sedis,incertae sedis,Leveillina
Dothideomycetes,Incertae sedis,incertae sedis,Lazarenkoa
Dothideomycetes,Incertae sedis,incertae sedis,Lembosiopeltis
Dothideomycetes,Incertae sedis,incertae sedis,Leptomeliola
Dothideomycetes,Incertae sedis,incertae sedis,Letendraeopsis
Dothideomycetes,Incertae sedis,incertae sedis,Leveillella
Dothideomycetes,Incertae sedis,incertae sedis,Lignosphaeria
Dothideomycetes,Incertae sedis,incertae sedis,Limaciniopsis
Dothideomycetes,Incertae sedis,incertae sedis,Lineolata
Dothideomycetes,Incertae sedis,incertae sedis,Linopeltis
Dothideomycetes,Incertae sedis,incertae sedis,Lucidascocarpa
Dothideomycetes,Incertae sedis,incertae sedis,Macrovalsaria
Dothideomycetes,Incertae sedis,incertae sedis,Maheshwaramyces
Dothideomycetes,Incertae sedis,incertae sedis,Maireella
Dothideomycetes,Incertae sedis,incertae sedis,Malacaria
Dothideomycetes,Incertae sedis,incertae sedis,Manginula
Dothideomycetes,Incertae sedis,incertae sedis,Massariola
Dothideomycetes,Incertae sedis,incertae sedis,Melioliphila
Dothideomycetes,Incertae sedis,incertae sedis,Microcyclella
Dothideomycetes,Incertae sedis,incertae sedis,Microdothella
Dothideomycetes,Incertae sedis,incertae sedis,Monoblastiopsis
Dothideomycetes,Incertae sedis,incertae sedis,Monodictys
Dothideomycetes,Incertae sedis,incertae sedis,Montagnella
Dothideomycetes,Incertae sedis,incertae sedis,Moriolomyces
Dothideomycetes,Incertae sedis,incertae sedis,Mycocryptospora
Dothideomycetes,Incertae sedis,incertae sedis,Mycoglaena
Dothideomycetes,Incertae sedis,incertae sedis,Mycopepon
Dothideomycetes,Incertae sedis,incertae sedis,Mycoporopsis
Dothideomycetes,Incertae sedis,incertae sedis,Mycothyridium
Dothideomycetes,Incertae sedis,incertae sedis,Myriangiopsis
Dothideomycetes,Incertae sedis,incertae sedis,Myriostigmella
Dothideomycetes,Incertae sedis,incertae sedis,Mytilostoma
Dothideomycetes,Incertae sedis,incertae sedis,Neodactylaria
Dothideomycetes,Incertae sedis,incertae sedis,Neoovularia
Dothideomycetes,Incertae sedis,incertae sedis,Neopeckia
Dothideomycetes,Incertae sedis,incertae sedis,Neoramularia
Dothideomycetes,Incertae sedis,incertae sedis,Neosporidesmium
Dothideomycetes,Incertae sedis,incertae sedis,Neottiosporina
Dothideomycetes,Incertae sedis,incertae sedis,Neoventuria
Dothideomycetes,Incertae sedis,incertae sedis,Ocala
Dothideomycetes,Incertae sedis,incertae sedis,Omphalospora
Dothideomycetes,Incertae sedis,incertae sedis,Oncopodiella
Dothideomycetes,Incertae sedis,incertae sedis,Ophiotrichum
Dothideomycetes,Incertae sedis,incertae sedis,Orthobellus
Dothideomycetes,Incertae sedis,incertae sedis,Otthia
Dothideomycetes,Incertae sedis,incertae sedis,Parmulariella
Dothideomycetes,Incertae sedis,incertae sedis,Paropodia
Dothideomycetes,Incertae sedis,incertae sedis,Passeriniella
Dothideomycetes,Incertae sedis,incertae sedis,Passerinula
Dothideomycetes,Incertae sedis,incertae sedis,Peltaster
Dothideomycetes,Incertae sedis,incertae sedis,Peltasterella
Dothideomycetes,Incertae sedis,incertae sedis,Pendulispora
Dothideomycetes,Incertae sedis,incertae sedis,Perischizon
Dothideomycetes,Incertae sedis,incertae sedis,Peroschaeta
Dothideomycetes,Incertae sedis,incertae sedis,Phaeocyrtidula
Dothideomycetes,Incertae sedis,incertae sedis,Phaeopeltosphaeria
Dothideomycetes,Incertae sedis,incertae sedis,Phaeoramularia
Dothideomycetes,Incertae sedis,incertae sedis,Phaeosclera
Dothideomycetes,Incertae sedis,incertae sedis,Phaeosperma
Dothideomycetes,Incertae sedis,incertae sedis,Phaeostigme
Dothideomycetes,Incertae sedis,incertae sedis,Phaeotomasellia
Dothideomycetes,Incertae sedis,incertae sedis,Phanerococculus
Dothideomycetes,Incertae sedis,incertae sedis,Philobryon
Dothideomycetes,Incertae sedis,incertae sedis,Philonectria
Dothideomycetes,Incertae sedis,incertae sedis,Phragmoscutella
Dothideomycetes,Incertae sedis,incertae sedis,Phragmosperma
Dothideomycetes,Incertae sedis,incertae sedis,Phycorella
Dothideomycetes,Incertae sedis,incertae sedis,Physalosporopsis
Dothideomycetes,Incertae sedis,incertae sedis,Pirozynskia
Dothideomycetes,Incertae sedis,incertae sedis,Placodothis
Dothideomycetes,Incertae sedis,incertae sedis,Placosphaeria
Dothideomycetes,Incertae sedis,incertae sedis,Plagiostromella
Dothideomycetes,Incertae sedis,incertae sedis,Pleiostomellina
Dothideomycetes,Incertae sedis,incertae sedis,Plejobolus
Dothideomycetes,Incertae sedis,incertae sedis,Plenotrichaius
Dothideomycetes,Incertae sedis,incertae sedis,Pleotrichiella
Dothideomycetes,Incertae sedis,incertae sedis,Pleuropassalora
Dothideomycetes,Incertae sedis,incertae sedis,Podoplaconema
Dothideomycetes,Incertae sedis,incertae sedis,Polysporidiella
Dothideomycetes,Incertae sedis,incertae sedis,Polystomellopsis
Dothideomycetes,Incertae sedis,incertae sedis,Proliferosphaera
Dothideomycetes,Incertae sedis,incertae sedis,Pseudomorfea
Dothideomycetes,Incertae sedis,incertae sedis,Pseudopleospora
Dothideomycetes,Incertae sedis,incertae sedis,Pseudorobillarda
Dothideomycetes,Incertae sedis,incertae sedis,Pseudovirgaria
Dothideomycetes,Incertae sedis,incertae sedis,Punctillum
Dothideomycetes,Incertae sedis,incertae sedis,Pycnocarpon
Dothideomycetes,Incertae sedis,incertae sedis,Pyrenochium
Dothideomycetes,Incertae sedis,incertae sedis,Pyrenocyclus
Dothideomycetes,Incertae sedis,incertae sedis,Pyrenostigme
Dothideomycetes,Incertae sedis,incertae sedis,Quasiphloeospora
Dothideomycetes,Incertae sedis,incertae sedis,Radulidium
Dothideomycetes,Incertae sedis,incertae sedis,Ramulariopsis
Dothideomycetes,Incertae sedis,incertae sedis,Rhabdospora
Dothideomycetes,Incertae sedis,incertae sedis,Rhizotexis
Dothideomycetes,Incertae sedis,incertae sedis,Rhopographus
Dothideomycetes,Incertae sedis,incertae sedis,Robillardiella
Dothideomycetes,Incertae sedis,incertae sedis,Rosellinula
Dothideomycetes,Incertae sedis,incertae sedis,Rosenscheldia
Dothideomycetes,Incertae sedis,incertae sedis,Roumegueria
Dothideomycetes,Incertae sedis,incertae sedis,Rupestriomyces
Dothideomycetes,Incertae sedis,incertae sedis,Sarcinomyces
Dothideomycetes,Incertae sedis,incertae sedis,Saxomyces
Dothideomycetes,Incertae sedis,incertae sedis,Scirrhia
Dothideomycetes,Incertae sedis,incertae sedis,Scleroconidioma
Dothideomycetes,Incertae sedis,incertae sedis,Scolecobonaria
Dothideomycetes,Incertae sedis,incertae sedis,Scolecoxyphium
Dothideomycetes,Incertae sedis,incertae sedis,Scolionema
Dothideomycetes,Incertae sedis,incertae sedis,Semisphaeria
Dothideomycetes,Incertae sedis,incertae sedis,Septoidium
Dothideomycetes,Incertae sedis,incertae sedis,Shearia
Dothideomycetes,Incertae sedis,incertae sedis,Shivamyces
Dothideomycetes,Incertae sedis,incertae sedis,Soloacrosporiella
Dothideomycetes,Incertae sedis,incertae sedis,Speiropsis
Dothideomycetes,Incertae sedis,incertae sedis,Spermatoloncha
Dothideomycetes,Incertae sedis,incertae sedis,Spissiomyces
Dothideomycetes,Incertae sedis,incertae sedis,Syrropeltis
Dothideomycetes,Incertae sedis,incertae sedis,Taphrophila
Dothideomycetes,Incertae sedis,incertae sedis,Teichosporella
Dothideomycetes,Incertae sedis,incertae sedis,Teratoschaeta
Dothideomycetes,Incertae sedis,incertae sedis,Tetracrium
Dothideomycetes,Incertae sedis,incertae sedis,Thalassoascus
Dothideomycetes,Incertae sedis,incertae sedis,Thelenidia
Dothideomycetes,Incertae sedis,incertae sedis,Thryptospora
Dothideomycetes,Incertae sedis,incertae sedis,Tilakiella
Dothideomycetes,Incertae sedis,incertae sedis,Tomeoa
Dothideomycetes,Incertae sedis,incertae sedis,Torulopsiella
Dothideomycetes,Incertae sedis,incertae sedis,Trematosphaeriopsis
Dothideomycetes,Incertae sedis,incertae sedis,Tretospora
Dothideomycetes,Incertae sedis,incertae sedis,Troposporella
Dothideomycetes,Incertae sedis,incertae sedis,Uredinophila
Dothideomycetes,Incertae sedis,incertae sedis,Vouauxiomyces
Dothideomycetes,Incertae sedis,incertae sedis,Westea
Dothideomycetes,Incertae sedis,incertae sedis,Wettsteinina
Dothideomycetes,Incertae sedis,incertae sedis,Xenomeris
Dothideomycetes,Incertae sedis,incertae sedis,Xenophacidiella
Dothideomycetes,Incertae sedis,incertae sedis,Xenosporium
Dothideomycetes,Incertae sedis,incertae sedis,Xylopezia
Dothideomycetes,Incertae sedis,incertae sedis,Yoshinagaia
Dothideomycetes,Incertae sedis,incertae sedis,Yoshinagella
Eurotiomycetes,Arachnomycetales,Arachnomycetaceae,Arachnomyces
Eurotiomycetes,Arachnomycetales,Arachnomycetaceae,Onychocola
Eurotiomycetes,Ascosphaerales,Ascosphaeraceae,Arrhenosphaera
Eurotiomycetes,Ascosphaerales,Ascosphaeraceae,Ascosphaera
Eurotiomycetes,Ascosphaerales,Ascosphaeraceae,Bettsia
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Actinocymbe
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Aphanophora
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Beelia
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Camptophora
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Ceramothyrium
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Ceratocarpia
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Chaetothyriomyces
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Chaetothyrium
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Cyphellophoriella
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Euceramia
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Microcallis
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Phaeosaccardinula
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Stanhughesia
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Treubiomyces
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Vonarxia
Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Yatesula
Eurotiomycetes,Chaetothyriales,Coccodiniaceae,Coccodinium
Eurotiomycetes,Chaetothyriales,Coccodiniaceae,Dennisiella
Eurotiomycetes,Chaetothyriales,Coccodiniaceae,Limacinula
Eurotiomycetes,Chaetothyriales,Coccodiniaceae,Microxiphium
Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora
Eurotiomycetes,Chaetothyriales,Epibryaceae,Epibryon
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Brycekendrickomyces
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonsecaea
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Melanoctona
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Metulocladosporiella
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Nadsoniella
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Pleomelogramma
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Sorocybe
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Thysanorea
Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea
Eurotiomycetes,Chaetothyriales,Lyrommataceae,Lyromma
Eurotiomycetes,Chaetothyriales,Microtheliopsidaceae,Microtheliopsis
Eurotiomycetes,Chaetothyriales,Pyrenotrichaceae,Pyrenothrix
Eurotiomycetes,Chaetothyriales,Strelitzianaceae,Neophaeococcomyces
Eurotiomycetes,Chaetothyriales,Strelitzianaceae,Strelitziana
Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium
Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Bradymyces
Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia
Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Lithohypha
Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium
Eurotiomycetes,Chaetothyriales,incertae sedis,Atrokylindriopsis
Eurotiomycetes,Chaetothyriales,incertae sedis,Lichenodiplis
Eurotiomycetes,Chaetothyriales,incertae sedis,Melnikomyces
Eurotiomycetes,Chaetothyriales,incertae sedis,Neostrelitziana
Eurotiomycetes,Chaetothyriales,incertae sedis,Paracladophialophora
Eurotiomycetes,Chaetothyriales,incertae sedis,Pleostigma
Eurotiomycetes,Chaetothyriales,incertae sedis,Uncispora
Eurotiomycetes,Coryneliales,Coryneliaceae,Caliciopsis
Eurotiomycetes,Coryneliales,Coryneliaceae,Corynelia
Eurotiomycetes,Coryneliales,Coryneliaceae,Coryneliopsis
Eurotiomycetes,Coryneliales,Coryneliaceae,Coryneliospora
Eurotiomycetes,Coryneliales,Coryneliaceae,Fitzpatrickella
Eurotiomycetes,Coryneliales,Coryneliaceae,Lagenulopsis
Eurotiomycetes,Coryneliales,Coryneliaceae,Tripospora
Eurotiomycetes,Coryneliales,Eremascaceae,Eremascus
Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus
Eurotiomycetes,Eurotiales,Aspergillaceae,Dichlaena
Eurotiomycetes,Eurotiales,Aspergillaceae,Hamigera
Eurotiomycetes,Eurotiales,Aspergillaceae,Leiothecium
Eurotiomycetes,Eurotiales,Aspergillaceae,Penicilliopsis
Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
Eurotiomycetes,Eurotiales,Aspergillaceae,Phialomyces
Eurotiomycetes,Eurotiales,Aspergillaceae,Warcupiella
Eurotiomycetes,Eurotiales,Aspergillaceae,Xeromyces
Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces
Eurotiomycetes,Eurotiales,Elaphomycetaceae,Pseudotulostoma
Eurotiomycetes,Eurotiales,Monascaceae,Monascus
Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces
Eurotiomycetes,Eurotiales,Thermoascaceae,Thermoascus
Eurotiomycetes,Eurotiales,Trichocomaceae,Chaetotheca
Eurotiomycetes,Eurotiales,Trichocomaceae,Dendrosphaera
Eurotiomycetes,Eurotiales,Trichocomaceae,Neocarpenteles
Eurotiomycetes,Eurotiales,Trichocomaceae,Neopetromyces
Eurotiomycetes,Eurotiales,Trichocomaceae,Neosartorya
Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia
Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella
Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces
Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces
Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocoma
Eurotiomycetes,Eurotiales,Trichocomaceae,Xerochrysium
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Brunneocarpos
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Chaenothecopsis
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Mycocalicium
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Phaeocalicium
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Pyrgidium
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Sphinctrina
Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,Stenocybe
Eurotiomycetes,Onygenales,Ajellomycetaceae,Blastomyces
Eurotiomycetes,Onygenales,Ajellomycetaceae,Histoplasma
Eurotiomycetes,Onygenales,Ajellomycetaceae,Paracoccidioides
Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma
Eurotiomycetes,Onygenales,Arthrodermataceae,Ctenomyces
Eurotiomycetes,Onygenales,Arthrodermataceae,Epidermophyton
Eurotiomycetes,Onygenales,Arthrodermataceae,Microsporum
Eurotiomycetes,Onygenales,Arthrodermataceae,Shanorella
Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton
Eurotiomycetes,Onygenales,Gymnoascaceae,Aciascus
Eurotiomycetes,Onygenales,Gymnoascaceae,Amaurascopsis
Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus
Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella
Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascoideus
Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus
Eurotiomycetes,Onygenales,Gymnoascaceae,Kraurogymnocarpa
Eurotiomycetes,Onygenales,Gymnoascaceae,Mallochia
Eurotiomycetes,Onygenales,Gymnoascaceae,Narasimhella
Eurotiomycetes,Onygenales,Gymnoascaceae,Oncocladium
Eurotiomycetes,Onygenales,Gymnoascaceae,Orromyces
Eurotiomycetes,Onygenales,Nannizziopsidaceae,Nannizziopsis
Eurotiomycetes,Onygenales,Onygenaceae,Amauroascus
Eurotiomycetes,Onygenales,Onygenaceae,Aphanoascus
Eurotiomycetes,Onygenales,Onygenaceae,Apinisia
Eurotiomycetes,Onygenales,Onygenaceae,Arachnotheca
Eurotiomycetes,Onygenales,Onygenaceae,Ascocalvatia
Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron
Eurotiomycetes,Onygenales,Onygenaceae,Auxarthronopsis
Eurotiomycetes,Onygenales,Onygenaceae,Bifidocarpus
Eurotiomycetes,Onygenales,Onygenaceae,Byssoonygena
Eurotiomycetes,Onygenales,Onygenaceae,Castanedomyces
Eurotiomycetes,Onygenales,Onygenaceae,Chlamydosauromyces
Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium
Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides
Eurotiomycetes,Onygenales,Onygenaceae,Kuehniella
Eurotiomycetes,Onygenales,Onygenaceae,Leucothecium
Eurotiomycetes,Onygenales,Onygenaceae,Malbranchea
Eurotiomycetes,Onygenales,Onygenaceae,Myotisia
Eurotiomycetes,Onygenales,Onygenaceae,Myriodontium
Eurotiomycetes,Onygenales,Onygenaceae,Neoarachnotheca
Eurotiomycetes,Onygenales,Onygenaceae,Neogymnomyces
Eurotiomycetes,Onygenales,Onygenaceae,Onygena
Eurotiomycetes,Onygenales,Onygenaceae,Ophidiomyces
Eurotiomycetes,Onygenales,Onygenaceae,Paranannizziopsis
Eurotiomycetes,Onygenales,Onygenaceae,Pectinotrichum
Eurotiomycetes,Onygenales,Onygenaceae,Polytolypa
Eurotiomycetes,Onygenales,Onygenaceae,Pseudoamauroascus
Eurotiomycetes,Onygenales,Onygenaceae,Renispora
Eurotiomycetes,Onygenales,Onygenaceae,Sporendonema
Eurotiomycetes,Onygenales,Onygenaceae,Testudomyces
Eurotiomycetes,Onygenales,Onygenaceae,Uncinocarpus
Eurotiomycetes,Onygenales,Onygenaceae,Xanthothecium
Eurotiomycetes,Onygenales,Spiromastigaceae,Pseudospiromastix
Eurotiomycetes,Onygenales,Spiromastigaceae,Sigleria
Eurotiomycetes,Onygenales,Spiromastigaceae,Spiromastigoides
Eurotiomycetes,Onygenales,Spiromastigaceae,Spiromastix
Eurotiomycetes,Onygenales,incertae sedis,Arthropsis
Eurotiomycetes,Onygenales,incertae sedis,Lacazia
Eurotiomycetes,Onygenales,incertae sedis,Sphaerosporium
Eurotiomycetes,Phaeomoniellales,Celotheliaceae,Celothelium
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Aequabiliella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Celerioriella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Minutiella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Neophaeomoniella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Paraphaeomoniella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Phaeomoniella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Pseudophaeomoniella
Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Xenocylindrosporium
Eurotiomycetes,Phaeomoniellales,incertae sedis,Moristroma
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Acrocordiella
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Anthracothecium
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Blastodesmia
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Clypeopyrenis
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Distopyrenis
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Granulopyrenis
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Lithothelium
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Mazaediothecium
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenographa
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenowilmsia
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrgillus
Eurotiomycetes,Pyrenulales,Pyrenulaceae,Sulcopyrenula
Eurotiomycetes,Pyrenulales,incertae sedis,Heufleridium
Eurotiomycetes,Pyrenulales,incertae sedis,Rhaphidicyrtis
Eurotiomycetes,Pyrenulales,incertae sedis,Rhexoampullifera
Eurotiomycetes,Pyrenulales,incertae sedis,Stromatothelium
Eurotiomycetes,Pyrenulales,incertae sedis,Xenus
Eurotiomycetes,Verrucariales,Adelococcaceae,Adelococcus
Eurotiomycetes,Verrucariales,Adelococcaceae,Pseudopyrenidium
Eurotiomycetes,Verrucariales,Adelococcaceae,Sagediopsis
Eurotiomycetes,Verrucariales,Verrucariaceae,Agonimia
Eurotiomycetes,Verrucariales,Verrucariaceae,Anthracocarpon
Eurotiomycetes,Verrucariales,Verrucariaceae,Atla
Eurotiomycetes,Verrucariales,Verrucariaceae,Awasthiella
Eurotiomycetes,Verrucariales,Verrucariaceae,Bagliettoa
Eurotiomycetes,Verrucariales,Verrucariaceae,Bellemerella
Eurotiomycetes,Verrucariales,Verrucariaceae,Catapyrenium
Eurotiomycetes,Verrucariales,Verrucariaceae,Clauzadella
Eurotiomycetes,Verrucariales,Verrucariaceae,Clavascidium
Eurotiomycetes,Verrucariales,Verrucariaceae,Cocciscia
Eurotiomycetes,Verrucariales,Verrucariaceae,Dermatocarpon
Eurotiomycetes,Verrucariales,Verrucariaceae,Endocarpon
Eurotiomycetes,Verrucariales,Verrucariaceae,Flakea
Eurotiomycetes,Verrucariales,Verrucariaceae,Gemmaspora
Eurotiomycetes,Verrucariales,Verrucariaceae,Glomerilla
Eurotiomycetes,Verrucariales,Verrucariaceae,Haleomyces
Eurotiomycetes,Verrucariales,Verrucariaceae,Henrica
Eurotiomycetes,Verrucariales,Verrucariaceae,Heterocarpon
Eurotiomycetes,Verrucariales,Verrucariaceae,Heteroplacidium
Eurotiomycetes,Verrucariales,Verrucariaceae,Hydropunctaria
Eurotiomycetes,Verrucariales,Verrucariaceae,Involucropyrenium
Eurotiomycetes,Verrucariales,Verrucariaceae,Lauderlindsaya
Eurotiomycetes,Verrucariales,Verrucariaceae,Mastodia
Eurotiomycetes,Verrucariales,Verrucariaceae,E.
Eurotiomycetes,Verrucariales,Verrucariaceae,Merismatium
Eurotiomycetes,Verrucariales,Verrucariaceae,Moriola
Eurotiomycetes,Verrucariales,Verrucariaceae,Muellerella
Eurotiomycetes,Verrucariales,Verrucariaceae,Neocatapyrenium
Eurotiomycetes,Verrucariales,Verrucariaceae,Normandina
Eurotiomycetes,Verrucariales,Verrucariaceae,Norrlinia
Eurotiomycetes,Verrucariales,Verrucariaceae,Parabagliettoa
Eurotiomycetes,Verrucariales,Verrucariaceae,Phaeospora
Eurotiomycetes,Verrucariales,Verrucariaceae,Phylloblastia
Eurotiomycetes,Verrucariales,Verrucariaceae,Placidiopsis
Eurotiomycetes,Verrucariales,Verrucariaceae,Placidium
Eurotiomycetes,Verrucariales,Verrucariaceae,Placocarpus
Eurotiomycetes,Verrucariales,Verrucariaceae,Placopyrenium
Eurotiomycetes,Verrucariales,Verrucariaceae,Placothelium
Eurotiomycetes,Verrucariales,Verrucariaceae,Plurisperma
Eurotiomycetes,Verrucariales,Verrucariaceae,Polyblastia
Eurotiomycetes,Verrucariales,Verrucariaceae,Psoroglaena
Eurotiomycetes,Verrucariales,Verrucariaceae,Rhabdopsora
Eurotiomycetes,Verrucariales,Verrucariaceae,Scleropyrenium
Eurotiomycetes,Verrucariales,Verrucariaceae,Servitia
Eurotiomycetes,Verrucariales,Verrucariaceae,Spheconisca
Eurotiomycetes,Verrucariales,Verrucariaceae,Sporodictyon
Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele
Eurotiomycetes,Verrucariales,Verrucariaceae,Telogalla
Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidiopsis
Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidium
Eurotiomycetes,Verrucariales,Verrucariaceae,Trimmatothele
Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria
Eurotiomycetes,Verrucariales,Verrucariaceae,Verruculopsis
